nama_provinsi,kode_kabkota,nama_kabkota,tahun,indikator_ipm,satuan,nilai
"Prov. Nanggroe Aceh Darussalam",1105,"Kab. Aceh Timur",2010,"Rata-rata Lama Sekolah","Tahun",8.49
"Prov. Nanggroe Aceh Darussalam",1105,"Kab. Aceh Timur",2010,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",588.15
"Prov. Nanggroe Aceh Darussalam",1105,"Kab. Aceh Timur",2010,"IPM","Tanpa Satuan",70.55
"Prov. Nanggroe Aceh Darussalam",1105,"Kab. Aceh Timur",2011,"Angka Harapan Hidup","Tahun",69.8
"Prov. Nanggroe Aceh Darussalam",1105,"Kab. Aceh Timur",2011,"Angka Melek Huruf","Persen",98.25
"Prov. Nanggroe Aceh Darussalam",1105,"Kab. Aceh Timur",2011,"Rata-rata Lama Sekolah","Tahun",8.51
"Prov. Nanggroe Aceh Darussalam",1105,"Kab. Aceh Timur",2011,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",592.58
"Prov. Nanggroe Aceh Darussalam",1105,"Kab. Aceh Timur",2011,"IPM","Tanpa Satuan",70.94
"Prov. Nanggroe Aceh Darussalam",1105,"Kab. Aceh Timur",2012,"Angka Harapan Hidup","Tahun",69.86
"Prov. Nanggroe Aceh Darussalam",1105,"Kab. Aceh Timur",2012,"Angka Melek Huruf","Persen",98.27
"Prov. Nanggroe Aceh Darussalam",1105,"Kab. Aceh Timur",2012,"Rata-rata Lama Sekolah","Tahun",8.53
"Prov. Nanggroe Aceh Darussalam",1105,"Kab. Aceh Timur",2012,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",594.86
"Prov. Nanggroe Aceh Darussalam",1105,"Kab. Aceh Timur",2012,"IPM","Tanpa Satuan",71.17
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2004,"Angka Harapan Hidup","Tahun",68.46
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2004,"Angka Melek Huruf","Persen",97.05
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2004,"Rata-rata Lama Sekolah","Tahun",9.02
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2004,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",587.69
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2004,"IPM","Tanpa Satuan",69.93
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2005,"Angka Harapan Hidup","Tahun",69.07
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2005,"Angka Melek Huruf","Persen",97.47
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2005,"Rata-rata Lama Sekolah","Tahun",9
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2005,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",594.16
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2005,"IPM","Tanpa Satuan",70.85
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2006,"Angka Harapan Hidup","Tahun",69.2
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2006,"Angka Melek Huruf","Persen",97.47
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2006,"Rata-rata Lama Sekolah","Tahun",9
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2006,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",597.32
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2006,"IPM","Tanpa Satuan",71.16
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2007,"Angka Harapan Hidup","Tahun",69.31
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2007,"Angka Melek Huruf","Persen",97.47
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2007,"Rata-rata Lama Sekolah","Tahun",9.27
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2007,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",606.22
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2007,"IPM","Tanpa Satuan",72.11
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2008,"Angka Harapan Hidup","Tahun",69.42
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2008,"Angka Melek Huruf","Persen",98.08
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2008,"Rata-rata Lama Sekolah","Tahun",9.29
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2008,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",612.61
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2008,"IPM","Tanpa Satuan",72.81
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2009,"Angka Harapan Hidup","Tahun",69.53
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2009,"Angka Melek Huruf","Persen",98.13
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2009,"Rata-rata Lama Sekolah","Tahun",9.44
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2009,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",615.51
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2009,"IPM","Tanpa Satuan",73.22
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2010,"Angka Harapan Hidup","Tahun",69.64
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2010,"Angka Melek Huruf","Persen",98.6
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2010,"Rata-rata Lama Sekolah","Tahun",9.52
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2010,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",618.69
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2010,"IPM","Tanpa Satuan",73.69
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2011,"Angka Harapan Hidup","Tahun",69.7
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2011,"Angka Melek Huruf","Persen",98.65
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2011,"Rata-rata Lama Sekolah","Tahun",9.7
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2011,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",622.73
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2011,"IPM","Tanpa Satuan",74.18
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2012,"Angka Harapan Hidup","Tahun",69.76
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2012,"Angka Melek Huruf","Persen",98.65
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2012,"Rata-rata Lama Sekolah","Tahun",9.71
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2012,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",625.37
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2012,"IPM","Tanpa Satuan",74.42
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2004,"Angka Harapan Hidup","Tahun",68.7
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2004,"Angka Melek Huruf","Persen",89.12
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2004,"Rata-rata Lama Sekolah","Tahun",8.1
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2004,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",575.44
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2004,"IPM","Tanpa Satuan",66.68
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2005,"Angka Harapan Hidup","Tahun",68.87
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2005,"Angka Melek Huruf","Persen",89.87
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2005,"Rata-rata Lama Sekolah","Tahun",8.2
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2005,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",580.93
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2005,"IPM","Tanpa Satuan",67.44
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2006,"Angka Harapan Hidup","Tahun",69.6
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2006,"Angka Melek Huruf","Persen",89.87
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2006,"Rata-rata Lama Sekolah","Tahun",8.2
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2006,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",584.03
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2006,"IPM","Tanpa Satuan",68.08
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2007,"Angka Harapan Hidup","Tahun",69.69
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2007,"Angka Melek Huruf","Persen",94.06
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2007,"Rata-rata Lama Sekolah","Tahun",8.2
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2007,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",586.91
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2007,"IPM","Tanpa Satuan",69.28
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2008,"Angka Harapan Hidup","Tahun",69.78
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2008,"Angka Melek Huruf","Persen",94.06
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2008,"Rata-rata Lama Sekolah","Tahun",8.2
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2008,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",591.18
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2008,"IPM","Tanpa Satuan",69.66
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2009,"Angka Harapan Hidup","Tahun",69.87
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2009,"Angka Melek Huruf","Persen",94.08
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2009,"Rata-rata Lama Sekolah","Tahun",8.23
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2009,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",598.72
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2009,"IPM","Tanpa Satuan",70.32
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2010,"Angka Harapan Hidup","Tahun",69.97
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2010,"Angka Melek Huruf","Persen",94.53
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2010,"Rata-rata Lama Sekolah","Tahun",8.48
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2010,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",600.36
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2010,"IPM","Tanpa Satuan",70.79
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2011,"Angka Harapan Hidup","Tahun",70.06
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2011,"Angka Melek Huruf","Persen",94.6
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2011,"Rata-rata Lama Sekolah","Tahun",8.54
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2011,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",604.24
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2011,"IPM","Tanpa Satuan",71.2
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2012,"Angka Harapan Hidup","Tahun",70.15
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2012,"Angka Melek Huruf","Persen",94.96
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2012,"Rata-rata Lama Sekolah","Tahun",8.8
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2012,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",607.02
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2012,"IPM","Tanpa Satuan",71.73
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2004,"Angka Harapan Hidup","Tahun",69.8
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2004,"Angka Melek Huruf","Persen",96.1
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2004,"Rata-rata Lama Sekolah","Tahun",9.36
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2004,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",586.3
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2004,"IPM","Tanpa Satuan",70.61
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2005,"Angka Harapan Hidup","Tahun",69.97
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2005,"Angka Melek Huruf","Persen",96.93
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2005,"Rata-rata Lama Sekolah","Tahun",9.35
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2005,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",593.15
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2005,"IPM","Tanpa Satuan",71.37
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2006,"Angka Harapan Hidup","Tahun",70.3
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2006,"Angka Melek Huruf","Persen",96.93
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2006,"Rata-rata Lama Sekolah","Tahun",9.4
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2006,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",596.31
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2006,"IPM","Tanpa Satuan",71.87
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2007,"Angka Harapan Hidup","Tahun",70.42
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2007,"Angka Melek Huruf","Persen",96.93
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2007,"Rata-rata Lama Sekolah","Tahun",9.48
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2007,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",605.6
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2007,"IPM","Tanpa Satuan",72.71
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2008,"Angka Harapan Hidup","Tahun",70.52
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2008,"Angka Melek Huruf","Persen",96.93
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2008,"Rata-rata Lama Sekolah","Tahun",9.48
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2008,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",606.5
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2008,"IPM","Tanpa Satuan",72.84
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2009,"Angka Harapan Hidup","Tahun",70.64
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2009,"Angka Melek Huruf","Persen",96.95
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2009,"Rata-rata Lama Sekolah","Tahun",9.51
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2009,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",608.63
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2009,"IPM","Tanpa Satuan",73.1
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2010,"Angka Harapan Hidup","Tahun",70.75
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2010,"Angka Melek Huruf","Persen",96.96
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2010,"Rata-rata Lama Sekolah","Tahun",9.55
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2010,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",610.3
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2010,"IPM","Tanpa Satuan",73.32
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2011,"Angka Harapan Hidup","Tahun",70.81
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2011,"Angka Melek Huruf","Persen",96.98
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2011,"Rata-rata Lama Sekolah","Tahun",9.77
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2011,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",614.39
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2011,"IPM","Tanpa Satuan",73.83
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2012,"Angka Harapan Hidup","Tahun",70.87
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2012,"Angka Melek Huruf","Persen",96.98
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2012,"Rata-rata Lama Sekolah","Tahun",9.84
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2012,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",617.09
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2012,"IPM","Tanpa Satuan",74.13
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2004,"Angka Harapan Hidup","Tahun",68.2
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2004,"Angka Melek Huruf","Persen",93.86
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2004,"Rata-rata Lama Sekolah","Tahun",8.3
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2004,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",590.61
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2004,"IPM","Tanpa Satuan",68.77
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2005,"Angka Harapan Hidup","Tahun",68.37
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2005,"Angka Melek Huruf","Persen",94.53
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2005,"Rata-rata Lama Sekolah","Tahun",8.54
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2005,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",594.86
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2005,"IPM","Tanpa Satuan",69.52
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2006,"Angka Harapan Hidup","Tahun",68.7
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2006,"Angka Melek Huruf","Persen",94.53
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2006,"Rata-rata Lama Sekolah","Tahun",8.6
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2006,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",598.02
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2006,"IPM","Tanpa Satuan",69.99
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2007,"Angka Harapan Hidup","Tahun",68.94
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2007,"Angka Melek Huruf","Persen",94.53
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2007,"Rata-rata Lama Sekolah","Tahun",8.6
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2007,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",606.32
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2007,"IPM","Tanpa Satuan",70.76
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2008,"Angka Harapan Hidup","Tahun",69.11
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2008,"Angka Melek Huruf","Persen",95.51
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2008,"Rata-rata Lama Sekolah","Tahun",8.6
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2008,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",608.11
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2008,"IPM","Tanpa Satuan",71.21
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2009,"Angka Harapan Hidup","Tahun",69.32
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2009,"Angka Melek Huruf","Persen",95.56
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2009,"Rata-rata Lama Sekolah","Tahun",8.65
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2009,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",611.05
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2009,"IPM","Tanpa Satuan",71.6
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2010,"Angka Harapan Hidup","Tahun",69.53
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2010,"Angka Melek Huruf","Persen",95.91
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2010,"Rata-rata Lama Sekolah","Tahun",8.67
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2010,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",612.56
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2010,"IPM","Tanpa Satuan",71.92
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2011,"Angka Harapan Hidup","Tahun",69.68
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2011,"Angka Melek Huruf","Persen",96.3
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2011,"Rata-rata Lama Sekolah","Tahun",8.72
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2011,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",616.29
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2011,"IPM","Tanpa Satuan",72.43
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2012,"Angka Harapan Hidup","Tahun",69.84
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2012,"Angka Melek Huruf","Persen",96.31
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2012,"Rata-rata Lama Sekolah","Tahun",8.74
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2012,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",620.01
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2012,"IPM","Tanpa Satuan",72.81
"Prov. Nanggroe Aceh Darussalam",1110,"Kab. Bireuen",2004,"Angka Harapan Hidup","Tahun",72.1
"Prov. Nanggroe Aceh Darussalam",1110,"Kab. Bireuen",2004,"Angka Melek Huruf","Persen",96.8
"Prov. Nanggroe Aceh Darussalam",1110,"Kab. Bireuen",2004,"Rata-rata Lama Sekolah","Tahun",9.1
"Prov. Nanggroe Aceh Darussalam",1110,"Kab. Bireuen",2004,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",578.5
"Prov. Nanggroe Aceh Darussalam",1110,"Kab. Bireuen",2004,"IPM","Tanpa Satuan",71.25
"Prov. Nanggroe Aceh Darussalam",1110,"Kab. Bireuen",2005,"Angka Harapan Hidup","Tahun",72.15
"Prov. Nanggroe Aceh Darussalam",1110,"Kab. Bireuen",2005,"Angka Melek Huruf","Persen",96.8
"Prov. Nanggroe Aceh Darussalam",1110,"Kab. Bireuen",2005,"Rata-rata Lama Sekolah","Tahun",9.1
"Prov. Nanggroe Aceh Darussalam",1110,"Kab. Bireuen",2005,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",581.58
"Prov. Nanggroe Aceh Darussalam",1110,"Kab. Bireuen",2005,"IPM","Tanpa Satuan",71.51
"Prov. Nanggroe Aceh Darussalam",1110,"Kab. Bireuen",2006,"Angka Harapan Hidup","Tahun",72.2
"Prov. Nanggroe Aceh Darussalam",1110,"Kab. Bireuen",2006,"Angka Melek Huruf","Persen",98.34
"Prov. Nanggroe Aceh Darussalam",1110,"Kab. Bireuen",2006,"Rata-rata Lama Sekolah","Tahun",9.2
"Prov. Nanggroe Aceh Darussalam",1110,"Kab. Bireuen",2006,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",584.67
"Prov. Nanggroe Aceh Darussalam",1110,"Kab. Bireuen",2006,"IPM","Tanpa Satuan",72.2
"Prov. Nanggroe Aceh Darussalam",1110,"Kab. Bireuen",2007,"Angka Harapan Hidup","Tahun",72.22
"Prov. Nanggroe Aceh Darussalam",1110,"Kab. Bireuen",2007,"Angka Melek Huruf","Persen",98.34
"Prov. Nanggroe Aceh Darussalam",1110,"Kab. Bireuen",2007,"Rata-rata Lama Sekolah","Tahun",9.2
"Prov. Nanggroe Aceh Darussalam",1110,"Kab. Bireuen",2007,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",587.78
"Prov. Nanggroe Aceh Darussalam",1110,"Kab. Bireuen",2007,"IPM","Tanpa Satuan",72.45
"Prov. Nanggroe Aceh Darussalam",1110,"Kab. Bireuen",2008,"Angka Harapan Hidup","Tahun",72.28
"Prov. Nanggroe Aceh Darussalam",1110,"Kab. Bireuen",2008,"Angka Melek Huruf","Persen",98.34
"Prov. Nanggroe Aceh Darussalam",1110,"Kab. Bireuen",2008,"Rata-rata Lama Sekolah","Tahun",9.2
"Prov. Nanggroe Aceh Darussalam",1110,"Kab. Bireuen",2008,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",589.4
"Prov. Nanggroe Aceh Darussalam",1110,"Kab. Bireuen",2008,"IPM","Tanpa Satuan",72.6
"Prov. Nanggroe Aceh Darussalam",1110,"Kab. Bireuen",2009,"Angka Harapan Hidup","Tahun",72.32
