nama_provinsi,kode_kabkota,nama_kabkota,tahun,indikator_ipm,satuan,nilai
"Prov. Kalimantan Barat",6106,"Kab. Ketapang",2005,"Rata-rata Lama Sekolah","Tahun",5.72
"Prov. Kalimantan Barat",6106,"Kab. Ketapang",2005,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",596.93
"Prov. Kalimantan Barat",6106,"Kab. Ketapang",2005,"IPM","Tanpa Satuan",65.19
"Prov. Kalimantan Barat",6106,"Kab. Ketapang",2006,"Angka Harapan Hidup","Tahun",66.6
"Prov. Kalimantan Barat",6106,"Kab. Ketapang",2006,"Angka Melek Huruf","Persen",88.7
"Prov. Kalimantan Barat",6106,"Kab. Ketapang",2006,"Rata-rata Lama Sekolah","Tahun",5.7
"Prov. Kalimantan Barat",6106,"Kab. Ketapang",2006,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",598.23
"Prov. Kalimantan Barat",6106,"Kab. Ketapang",2006,"IPM","Tanpa Satuan",65.4
"Prov. Kalimantan Barat",6106,"Kab. Ketapang",2007,"Angka Harapan Hidup","Tahun",66.69
"Prov. Kalimantan Barat",6106,"Kab. Ketapang",2007,"Angka Melek Huruf","Persen",88.87
"Prov. Kalimantan Barat",6106,"Kab. Ketapang",2007,"Rata-rata Lama Sekolah","Tahun",5.9
"Prov. Kalimantan Barat",6106,"Kab. Ketapang",2007,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",603.28
"Prov. Kalimantan Barat",6106,"Kab. Ketapang",2007,"IPM","Tanpa Satuan",66.02
"Prov. Kalimantan Barat",6106,"Kab. Ketapang",2008,"Angka Harapan Hidup","Tahun",67.02
"Prov. Kalimantan Barat",6106,"Kab. Ketapang",2008,"Angka Melek Huruf","Persen",88.87
"Prov. Kalimantan Barat",6106,"Kab. Ketapang",2008,"Rata-rata Lama Sekolah","Tahun",6.22
"Prov. Kalimantan Barat",6106,"Kab. Ketapang",2008,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",608.43
"Prov. Kalimantan Barat",6106,"Kab. Ketapang",2008,"IPM","Tanpa Satuan",66.84
"Prov. Kalimantan Barat",6106,"Kab. Ketapang",2009,"Angka Harapan Hidup","Tahun",67.23
"Prov. Kalimantan Barat",6106,"Kab. Ketapang",2009,"Angka Melek Huruf","Persen",89.17
"Prov. Kalimantan Barat",6106,"Kab. Ketapang",2009,"Rata-rata Lama Sekolah","Tahun",6.3
"Prov. Kalimantan Barat",6106,"Kab. Ketapang",2009,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",612.63
"Prov. Kalimantan Barat",6106,"Kab. Ketapang",2009,"IPM","Tanpa Satuan",67.41
"Prov. Kalimantan Barat",6106,"Kab. Ketapang",2010,"Angka Harapan Hidup","Tahun",67.45
"Prov. Kalimantan Barat",6106,"Kab. Ketapang",2010,"Angka Melek Huruf","Persen",90.2
"Prov. Kalimantan Barat",6106,"Kab. Ketapang",2010,"Rata-rata Lama Sekolah","Tahun",6.3
"Prov. Kalimantan Barat",6106,"Kab. Ketapang",2010,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",614.43
"Prov. Kalimantan Barat",6106,"Kab. Ketapang",2010,"IPM","Tanpa Satuan",67.89
"Prov. Kalimantan Barat",6106,"Kab. Ketapang",2011,"Angka Harapan Hidup","Tahun",67.66
"Prov. Kalimantan Barat",6106,"Kab. Ketapang",2011,"Angka Melek Huruf","Persen",91.36
"Prov. Kalimantan Barat",6106,"Kab. Ketapang",2011,"Rata-rata Lama Sekolah","Tahun",6.42
"Prov. Kalimantan Barat",6106,"Kab. Ketapang",2011,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",617.92
"Prov. Kalimantan Barat",6106,"Kab. Ketapang",2011,"IPM","Tanpa Satuan",68.63
"Prov. Kalimantan Barat",6106,"Kab. Ketapang",2012,"Angka Harapan Hidup","Tahun",67.87
"Prov. Kalimantan Barat",6106,"Kab. Ketapang",2012,"Angka Melek Huruf","Persen",91.39
"Prov. Kalimantan Barat",6106,"Kab. Ketapang",2012,"Rata-rata Lama Sekolah","Tahun",6.54
"Prov. Kalimantan Barat",6106,"Kab. Ketapang",2012,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",620.77
"Prov. Kalimantan Barat",6106,"Kab. Ketapang",2012,"IPM","Tanpa Satuan",69.05
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2004,"Angka Harapan Hidup","Tahun",67
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2004,"Angka Melek Huruf","Persen",85.37
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2004,"Rata-rata Lama Sekolah","Tahun",5.5
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2004,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",592.38
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2004,"IPM","Tanpa Satuan",64.28
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2005,"Angka Harapan Hidup","Tahun",67.43
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2005,"Angka Melek Huruf","Persen",86.2
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2005,"Rata-rata Lama Sekolah","Tahun",5.66
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2005,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",595.79
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2005,"IPM","Tanpa Satuan",65.08
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2006,"Angka Harapan Hidup","Tahun",67.5
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2006,"Angka Melek Huruf","Persen",86.2
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2006,"Rata-rata Lama Sekolah","Tahun",6.25
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2006,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",597.15
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2006,"IPM","Tanpa Satuan",65.66
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2007,"Angka Harapan Hidup","Tahun",67.68
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2007,"Angka Melek Huruf","Persen",90.41
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2007,"Rata-rata Lama Sekolah","Tahun",6.25
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2007,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",599.6
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2007,"IPM","Tanpa Satuan",66.89
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2008,"Angka Harapan Hidup","Tahun",67.91
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2008,"Angka Melek Huruf","Persen",90.41
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2008,"Rata-rata Lama Sekolah","Tahun",6.58
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2008,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",602.01
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2008,"IPM","Tanpa Satuan",67.44
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2009,"Angka Harapan Hidup","Tahun",68.12
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2009,"Angka Melek Huruf","Persen",90.45
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2009,"Rata-rata Lama Sekolah","Tahun",6.59
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2009,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",607.55
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2009,"IPM","Tanpa Satuan",68
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2010,"Angka Harapan Hidup","Tahun",68.32
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2010,"Angka Melek Huruf","Persen",90.46
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2010,"Rata-rata Lama Sekolah","Tahun",6.59
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2010,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",609.98
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2010,"IPM","Tanpa Satuan",68.31
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2011,"Angka Harapan Hidup","Tahun",68.53
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2011,"Angka Melek Huruf","Persen",90.54
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2011,"Rata-rata Lama Sekolah","Tahun",6.65
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2011,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",613.68
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2011,"IPM","Tanpa Satuan",68.77
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2012,"Angka Harapan Hidup","Tahun",68.74
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2012,"Angka Melek Huruf","Persen",90.55
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2012,"Rata-rata Lama Sekolah","Tahun",6.68
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2012,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",616.69
"Prov. Kalimantan Barat",6107,"Kab. Sintang",2012,"IPM","Tanpa Satuan",69.14
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2004,"Angka Harapan Hidup","Tahun",65.8
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2004,"Angka Melek Huruf","Persen",89.27
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2004,"Rata-rata Lama Sekolah","Tahun",7.06
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2004,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",615.25
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2004,"IPM","Tanpa Satuan",67.39
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2005,"Angka Harapan Hidup","Tahun",65.89
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2005,"Angka Melek Huruf","Persen",90.16
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2005,"Rata-rata Lama Sekolah","Tahun",7.1
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2005,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",621.87
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2005,"IPM","Tanpa Satuan",68.18
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2006,"Angka Harapan Hidup","Tahun",66.2
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2006,"Angka Melek Huruf","Persen",90.16
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2006,"Rata-rata Lama Sekolah","Tahun",7.1
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2006,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",626.31
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2006,"IPM","Tanpa Satuan",68.7
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2007,"Angka Harapan Hidup","Tahun",66.26
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2007,"Angka Melek Huruf","Persen",92.55
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2007,"Rata-rata Lama Sekolah","Tahun",7.1
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2007,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",626.31
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2007,"IPM","Tanpa Satuan",69.26
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2008,"Angka Harapan Hidup","Tahun",66.39
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2008,"Angka Melek Huruf","Persen",92.55
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2008,"Rata-rata Lama Sekolah","Tahun",7.1
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2008,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",627.31
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2008,"IPM","Tanpa Satuan",69.41
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2009,"Angka Harapan Hidup","Tahun",66.49
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2009,"Angka Melek Huruf","Persen",92.59
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2009,"Rata-rata Lama Sekolah","Tahun",7.15
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2009,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",630.97
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2009,"IPM","Tanpa Satuan",69.79
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2010,"Angka Harapan Hidup","Tahun",66.58
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2010,"Angka Melek Huruf","Persen",92.61
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2010,"Rata-rata Lama Sekolah","Tahun",7.16
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2010,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",633.25
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2010,"IPM","Tanpa Satuan",70.03
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2011,"Angka Harapan Hidup","Tahun",66.67
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2011,"Angka Melek Huruf","Persen",92.64
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2011,"Rata-rata Lama Sekolah","Tahun",7.18
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2011,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",636.89
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2011,"IPM","Tanpa Satuan",70.38
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2012,"Angka Harapan Hidup","Tahun",66.75
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2012,"Angka Melek Huruf","Persen",92.64
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2012,"Rata-rata Lama Sekolah","Tahun",7.18
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2012,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",638.05
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu",2012,"IPM","Tanpa Satuan",70.52
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2004,"Angka Harapan Hidup","Tahun",66.6
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2004,"Angka Melek Huruf","Persen",86.2
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2004,"Rata-rata Lama Sekolah","Tahun",5.9
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2004,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",583.05
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2004,"IPM","Tanpa Satuan",63.82
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2005,"Angka Harapan Hidup","Tahun",66.99
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2005,"Angka Melek Huruf","Persen",87
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2005,"Rata-rata Lama Sekolah","Tahun",6
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2005,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",585.76
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2005,"IPM","Tanpa Satuan",64.5
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2006,"Angka Harapan Hidup","Tahun",67.2
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2006,"Angka Melek Huruf","Persen",88.98
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2006,"Rata-rata Lama Sekolah","Tahun",6.06
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2006,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",588.22
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2006,"IPM","Tanpa Satuan",65.29
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2007,"Angka Harapan Hidup","Tahun",67.22
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2007,"Angka Melek Huruf","Persen",88.98
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2007,"Rata-rata Lama Sekolah","Tahun",6.06
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2007,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",594.1
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2007,"IPM","Tanpa Satuan",65.75
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2008,"Angka Harapan Hidup","Tahun",67.27
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2008,"Angka Melek Huruf","Persen",88.98
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2008,"Rata-rata Lama Sekolah","Tahun",6.06
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2008,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",598.62
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2008,"IPM","Tanpa Satuan",66.13
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2009,"Angka Harapan Hidup","Tahun",67.31
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2009,"Angka Melek Huruf","Persen",89.02
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2009,"Rata-rata Lama Sekolah","Tahun",6.07
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2009,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",604.66
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2009,"IPM","Tanpa Satuan",66.63
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2010,"Angka Harapan Hidup","Tahun",67.34
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2010,"Angka Melek Huruf","Persen",89.17
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2010,"Rata-rata Lama Sekolah","Tahun",6.32
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2010,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",606.31
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2010,"IPM","Tanpa Satuan",66.99
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2011,"Angka Harapan Hidup","Tahun",67.37
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2011,"Angka Melek Huruf","Persen",90.15
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2011,"Rata-rata Lama Sekolah","Tahun",6.34
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2011,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",609.84
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2011,"IPM","Tanpa Satuan",67.52
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2012,"Angka Harapan Hidup","Tahun",67.39
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2012,"Angka Melek Huruf","Persen",91.61
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2012,"Rata-rata Lama Sekolah","Tahun",6.83
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2012,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",613.16
"Prov. Kalimantan Barat",6109,"Kab. Sekadau",2012,"IPM","Tanpa Satuan",68.47
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2004,"Angka Harapan Hidup","Tahun",66.8
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2004,"Angka Melek Huruf","Persen",84.1
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2004,"Rata-rata Lama Sekolah","Tahun",5.45
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2004,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",581
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2004,"IPM","Tanpa Satuan",62.97
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2005,"Angka Harapan Hidup","Tahun",67.23
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2005,"Angka Melek Huruf","Persen",84.9
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2005,"Rata-rata Lama Sekolah","Tahun",5.7
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2005,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",583.7
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2005,"IPM","Tanpa Satuan",63.78
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2006,"Angka Harapan Hidup","Tahun",67.5
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2006,"Angka Melek Huruf","Persen",90.58
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2006,"Rata-rata Lama Sekolah","Tahun",6.26
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2006,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",588.38
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2006,"IPM","Tanpa Satuan",65.97
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2007,"Angka Harapan Hidup","Tahun",67.53
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2007,"Angka Melek Huruf","Persen",92.32
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2007,"Rata-rata Lama Sekolah","Tahun",7.2
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2007,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",595.4
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2007,"IPM","Tanpa Satuan",67.61
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2008,"Angka Harapan Hidup","Tahun",67.63
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2008,"Angka Melek Huruf","Persen",92.32
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2008,"Rata-rata Lama Sekolah","Tahun",7.2
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2008,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",598.62
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2008,"IPM","Tanpa Satuan",67.91
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2009,"Angka Harapan Hidup","Tahun",67.69
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2009,"Angka Melek Huruf","Persen",92.36
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2009,"Rata-rata Lama Sekolah","Tahun",7.21
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2009,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",604.95
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2009,"IPM","Tanpa Satuan",68.45
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2010,"Angka Harapan Hidup","Tahun",67.76
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2010,"Angka Melek Huruf","Persen",92.37
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2010,"Rata-rata Lama Sekolah","Tahun",7.22
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2010,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",607.26
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2010,"IPM","Tanpa Satuan",68.67
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2011,"Angka Harapan Hidup","Tahun",67.82
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2011,"Angka Melek Huruf","Persen",92.4
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2011,"Rata-rata Lama Sekolah","Tahun",7.25
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2011,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",610.77
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2011,"IPM","Tanpa Satuan",69.01
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2012,"Angka Harapan Hidup","Tahun",67.89
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2012,"Angka Melek Huruf","Persen",92.44
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2012,"Rata-rata Lama Sekolah","Tahun",7.28
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2012,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",614.75
"Prov. Kalimantan Barat",6110,"Kab. Melawi",2012,"IPM","Tanpa Satuan",69.39
"Prov. Kalimantan Barat",6111,"Kab. Kayong Utara",2004,"Angka Harapan Hidup","Tahun",
"Prov. Kalimantan Barat",6111,"Kab. Kayong Utara",2004,"Angka Melek Huruf","Persen",
"Prov. Kalimantan Barat",6111,"Kab. Kayong Utara",2004,"Rata-rata Lama Sekolah","Tahun",
"Prov. Kalimantan Barat",6111,"Kab. Kayong Utara",2004,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",
"Prov. Kalimantan Barat",6111,"Kab. Kayong Utara",2004,"IPM","Tanpa Satuan",
"Prov. Kalimantan Barat",6111,"Kab. Kayong Utara",2005,"Angka Harapan Hidup","Tahun",
"Prov. Kalimantan Barat",6111,"Kab. Kayong Utara",2005,"Angka Melek Huruf","Persen",
"Prov. Kalimantan Barat",6111,"Kab. Kayong Utara",2005,"Rata-rata Lama Sekolah","Tahun",
"Prov. Kalimantan Barat",6111,"Kab. Kayong Utara",2005,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",
"Prov. Kalimantan Barat",6111,"Kab. Kayong Utara",2005,"IPM","Tanpa Satuan",
"Prov. Kalimantan Barat",6111,"Kab. Kayong Utara",2006,"Angka Harapan Hidup","Tahun",65
"Prov. Kalimantan Barat",6111,"Kab. Kayong Utara",2006,"Angka Melek Huruf","Persen",88.2
"Prov. Kalimantan Barat",6111,"Kab. Kayong Utara",2006,"Rata-rata Lama Sekolah","Tahun",5.6
"Prov. Kalimantan Barat",6111,"Kab. Kayong Utara",2006,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",596.1
"Prov. Kalimantan Barat",6111,"Kab. Kayong Utara",2006,"IPM","Tanpa Satuan",64.16
"Prov. Kalimantan Barat",6111,"Kab. Kayong Utara",2007,"Angka Harapan Hidup","Tahun",65.07
"Prov. Kalimantan Barat",6111,"Kab. Kayong Utara",2007,"Angka Melek Huruf","Persen",88.2
"Prov. Kalimantan Barat",6111,"Kab. Kayong Utara",2007,"Rata-rata Lama Sekolah","Tahun",5.6
"Prov. Kalimantan Barat",6111,"Kab. Kayong Utara",2007,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",596.1
"Prov. Kalimantan Barat",6111,"Kab. Kayong Utara",2007,"IPM","Tanpa Satuan",64.19
"Prov. Kalimantan Barat",6111,"Kab. Kayong Utara",2008,"Angka Harapan Hidup","Tahun",65.33
"Prov. Kalimantan Barat",6111,"Kab. Kayong Utara",2008,"Angka Melek Huruf","Persen",88.2
"Prov. Kalimantan Barat",6111,"Kab. Kayong Utara",2008,"Rata-rata Lama Sekolah","Tahun",5.6
"Prov. Kalimantan Barat",6111,"Kab. Kayong Utara",2008,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",600.67
"Prov. Kalimantan Barat",6111,"Kab. Kayong Utara",2008,"IPM","Tanpa Satuan",64.69
"Prov. Kalimantan Barat",6111,"Kab. Kayong Utara",2009,"Angka Harapan Hidup","Tahun",65.5
"Prov. Kalimantan Barat",6111,"Kab. Kayong Utara",2009,"Angka Melek Huruf","Persen",88.24
"Prov. Kalimantan Barat",6111,"Kab. Kayong Utara",2009,"Rata-rata Lama Sekolah","Tahun",5.65
